Date,Close,High,Low,Open,Volume
2018-03-12,169.64488220214844,170.29885395572677,168.01446372240142,168.65946834520872,2394100
2018-03-13,167.93386840820312,170.31678810569557,167.34261179787566,170.2540865273081,1964300
2018-03-14,165.3986358642578,169.32239846921954,164.38633417333943,169.1163594799788,2866000
2018-03-15,166.18699645996094,167.13659675938536,164.97762267754035,165.56887937263176,1811300
2018-03-16,166.50949096679688,166.84991395740445,165.2553225846798,166.7871987035935,3569400
2018-03-19,164.9686279296875,166.60801376288828,163.76820781228645,166.2944785396672,2493200
2018-03-20,167.8353271484375,168.04136614986103,165.37177158600434,165.819690779174,1852500
2018-03-21,166.68856811523438,168.31898601938886,166.67960098762904,167.36940001254916,2048300
2018-03-22,163.6159210205078,166.22281398448175,163.49050419420368,165.64051083639131,2489800
2018-03-23,162.00341796875,165.2373952392068,161.99446450546134,164.18926591922954,2351800
2018-03-26,167.71884155273438,168.02342328305903,163.3471464326593,163.96527702440517,2036600
2018-03-27,164.07278442382812,168.11302403444463,163.09632392626148,167.9159385085898,2495300
2018-03-28,164.48487854003906,165.38967034457463,162.35277891162676,164.48487854003906,2168700
2018-03-29,168.8028106689453,168.99094273357437,165.2015504092069,165.49717869967643,3016000
2018-04-02,163.7144012451172,167.44109075931544,162.19147931625264,167.44109075931544,3599200
2018-04-03,163.58901977539062,164.9865252274983,162.46026852624362,164.41318930690525,2287000
2018-04-04,166.19589233398438,166.939439616079,162.09295209210336,162.263163522504,2111000
2018-04-05,166.8498992919922,167.52177808108746,165.66738606186823,167.25302383156756,1933600
2018-04-06,164.7984161376953,167.74571806675894,164.0279946694909,166.0346636699062,2259000
2018-04-09,165.20156860351562,167.88011676803384,164.3863523493537,165.90927495058838,1946000
2018-04-10,164.43109130859375,166.59901794040246,163.19483031638848,166.40193245847394,2526000
2018-04-11,165.41653442382812,166.95737737285614,163.23965394514065,163.26652800023007,1697300
2018-04-12,169.1521759033203,170.24508593416743,166.16903304961969,166.17798651065561,2841600
2018-04-13,169.2327880859375,170.0569575430672,167.5306874004129,170.0390369526455,1744400
2018-04-16,174.31219482421875,175.4051184981204,171.44551538013482,171.85759328835005,3026800
2018-04-17,175.58425903320312,176.3726008969492,174.44654087427935,175.27967737472082,2160500
2018-04-18,176.0412139892578,177.16997921738582,175.6918375304111,175.8530955641767,1663100
2018-04-19,174.75119018554688,175.94264313939806,173.3447174413733,175.727650687892,2427600
2018-04-20,173.39845275878906,175.2886720487759,172.6728259496854,174.17782767680302,2252800
2018-04-23,173.21031188964844,174.133024091232,172.23383791672734,173.62238978406546,1618000
2018-04-24,172.45782470703125,175.01096930751388,171.239484082887,174.27637534660875,1598900
2018-04-25,173.76576232910156,174.39284642753876,171.45449779251175,172.20699871063638,1311700
2018-04-26,174.92138671875,175.9784830521566,173.20137877212673,173.90013157327343,1445800
2018-04-27,176.10389709472656,176.40847884028952,174.26742582039574,174.64367627128078,1563100
2018-04-30,176.62347412109375,178.3076407499182,175.93367483541707,176.5697260127514,2165000
2018-05-01,176.0770263671875,176.55181958818918,173.3536701911017,176.02327825453193,1413200
2018-05-02,173.79266357421875,175.20809000035865,172.40411120868703,175.11850068539133,2498100
2018-05-03,172.9057159423828,173.78364716897772,170.37049234441812,173.72093193733295,1815500
2018-05-04,174.8586883544922,175.94264509463628,171.35595715275994,172.75346278071237,1704500
2018-05-07,172.9505615234375,175.40516369174117,172.18910707536818,175.38724309607798,2361900
2018-05-08,174.22262573242188,174.86763039077854,172.37720105355984,172.88783543701197,1908600
2018-05-09,175.62010192871094,175.96052479413888,173.03113026595852,173.9269684007435,1999100
2018-05-10,175.60218811035156,176.93189131939616,174.47912472552036,176.1412640187785,1874200
2018-05-11,175.8806610107422,176.07832121306245,174.81151645543974,175.49433388483118,1296300
2018-05-14,175.98854064941406,177.23738666733283,175.57524726446215,176.06041835589573,1440900
2018-05-15,175.62911987304688,176.7252307044323,173.63455843949424,174.98223434274504,2319600
2018-05-16,178.53111267089844,179.1061204675977,175.19785513849362,176.1592037958557,2163200
2018-05-17,179.3307342529297,180.90302270656767,177.79437778901152,178.84556328147454,2391000
2018-05-18,178.75575256347656,179.2588827486504,177.69557363677225,179.24090989653152,1624600
2018-05-21,179.34878540039062,180.89412222719096,178.8726074640332,179.33082625095122,1202800
2018-05-22,178.76473999023438,181.280404735917,178.63895743841374,179.43857802697417,1563600
2018-05-23,178.01898193359375,178.8725071687156,176.78810913271064,178.8725071687156,1635100
2018-05-24,178.69285583496094,178.87254322974874,176.83307004953954,178.15377994132808,1176300
2018-05-25,178.21665954589844,179.88777819134216,177.7315022594713,178.69283726176383,1331000
2018-05-29,176.7611846923828,178.64792281982443,176.09632628027356,177.98307811698402,2298100
2018-05-30,179.3666534423828,180.16627382194127,177.6685825820051,178.0369505693649,2390900
2018-05-31,178.10887145996094,180.3190525017498,177.62370040543286,179.8878000049346,4822800
2018-06-01,177.11151123046875,178.78262932933347,175.19780771309976,175.60210760443115,4056400
2018-06-04,178.45030212402344,178.827649833128,177.21942885556774,177.28232699505446,1870600
2018-06-05,177.7494659423828,179.106135141614,176.98579114707994,178.98933217498657,1868500
2018-06-06,177.58775329589844,178.25259798247552,176.72523466640325,177.9022027881456,2066900
2018-06-07,181.9991455078125,182.27766300168446,179.16003830777683,180.13934617631648,2735000
2018-06-08,183.06829833984375,183.2929110009097,180.5885794970126,181.04678439025034,2052500
2018-06-11,183.73316955566406,184.083564782974,182.76284114712814,183.0683110972404,1684800
2018-06-12,184.0745391845703,184.2542265391614,182.5920876633445,183.50851099380532,1384800
2018-06-13,183.38275146484375,184.928087584741,182.57415141317878,184.11049425319587,1665800
2018-06-14,184.2902069091797,184.8382623955899,183.54449116804642,184.06559422965532,1685000
2018-06-15,186.2667694091797,186.58121886734537,183.79603046561897,184.54173233715684,3879600
2018-06-18,185.26947021484375,186.97652055746624,184.3171012380561,185.08078959143577,1975000
2018-06-19,186.45547485351562,186.7070399557143,183.84097999573316,184.09254509793183,1940600
2018-06-20,186.85977172851562,187.40782720089803,185.9433618901867,186.6621114788518,1527700
2018-06-21,188.63865661621094,189.67186911770077,186.87768775719138,187.03042268380415,1825800
2018-06-22,189.66293334960938,190.26489362619375,188.69260502474737,189.00705451947547,1738600
2018-06-25,190.24688720703125,190.54337750753078,188.64764646562136,188.6835784523791,2398600
2018-06-26,188.7554931640625,190.88483052004932,188.64768347337366,190.8129528231671,2276700
2018-06-27,188.70156860351562,190.8488648774256,188.3242210162604,189.1238414602871,2211700
2018-06-28,187.5156707763672,189.74382490128923,186.92268996359297,188.67466626563393,1826700
2018-06-29,187.75814819335938,189.15074896205462,187.16518138806728,188.36910155330764,2164600
2018-07-02,186.86874389648438,187.6144595342777,185.12574755143348,187.25507107128016,1876100
2018-07-03,186.08702087402344,188.5937048764242,185.88936071221178,187.35383908128992,842100
2018-07-05,187.9019775390625,188.03673965941468,186.47344422625088,187.05743169346982,1436700
2018-07-06,188.33319091796875,189.0250016470548,185.6737850940485,186.10503749887698,1523200
2018-07-09,189.51914978027344,190.28282447615453,188.6746041207266,189.14180221714398,1738300
2018-07-10,190.2019805908203,191.1004311497843,189.42033299148727,189.56408837114571,1687800
2018-07-11,189.5281524658203,190.27386811340878,188.64767471113018,189.7617583971542,1472800
2018-07-12,192.2864227294922,192.4211848508382,190.6692087269915,190.95670582228624,2222000
2018-07-13,194.5504913330078,194.64034187876612,192.00788814112275,192.2684327889923,1951200
2018-07-16,193.0321044921875,195.08057063184052,192.1785655096093,194.64032493078793,2078200
2018-07-17,193.16690063476562,194.20910673771746,192.2684499341388,192.32235478269325,2064800
2018-07-18,193.1399383544922,193.95753174056526,191.90906534441163,193.47236070979417,1869500
2018-07-19,195.4489288330078,196.04190949296154,192.2953723020554,192.68171317175893,2790800
2018-07-20,196.482177734375,196.70679040018152,194.28097635132517,194.94582106818012,1793900
2018-07-23,196.61691284179688,198.0724120385908,196.04190504468914,197.55130908038893,1394300
2018-07-24,196.3833465576172,198.2700847146903,195.4938754704669,197.12906224919934,1453900
2018-07-25,198.2880859375,198.39590935423803,195.29624317185167,195.5118762960567,1560200
2018-07-26,199.20443725585938,201.80993810834926,198.3958373248842,199.45600228813015,1820000
2018-07-27,197.3446807861328,199.9052706352811,196.54506025196247,199.73456281743535,1596800
2018-07-30,196.85952758789062,197.7669578326455,196.41030225121153,196.7966294603063,1292700
2018-07-31,196.50013732910156,197.72203069702306,196.1587217131436,197.38061508106512,1888500
2018-08-01,195.08058166503906,196.8505304301718,194.28994075615228,196.44621669586593,1841300
2018-08-02,198.66537475585938,198.91693980492116,193.17584152585582,193.17584152585582,1904800
2018-08-03,199.48294067382812,200.01302311816576,198.55753786108102,198.55753786108102,1195700
2018-08-06,200.10292053222656,200.59707110853387,198.5665639603017,198.94391157059047,1285500
2018-08-07,201.12713623046875,202.58262170236594,200.33649537696058,200.5701012887337,1428100
2018-08-08,201.77401733398438,202.04355522904223,199.67164642921347,200.2286813588707,2010700
2018-08-09,196.0778045654297,199.77043596277244,194.8828639837893,199.11455735250385,3637100
2018-08-10,197.93763732910156,199.20445588747899,195.6376061279231,195.98800129202033,2830800
2018-08-13,197.26382446289062,199.07869863235624,196.8145991334673,198.58454802813677,1518900
2018-08-14,199.4560546875,199.95918488421955,197.53337074473905,197.66813286554975,1450600
2018-08-15,199.15951538085938,199.55483578380392,196.5540144840213,198.30599017046526,1844100
2018-08-16,200.52516174316406,201.48649661317248,199.58178601180788,200.7587539290385,1657700
2018-08-17,202.76235961914062,202.94206073738974,199.59082955368555,199.75255781825564,1980900
2018-08-20,204.26272583007812,205.0443733749419,203.02285975814254,203.04981217629188,1783700
2018-08-21,205.3318634033203,206.73345764562538,204.5771683023403,206.18540231316618,2066700
2018-08-22,205.93385314941406,206.85026282439713,205.18813756028825,205.27797438822358,1267900
